source_name,source_url,outlet_name,location_text,rating,review_count,price_hint_eur
carisma_locations,https://www.carismaspa.com/carisma-spa-locations-in-malta,wellness@carismaspa.com,@carismaspamalta,,,
carisma_locations,https://www.carismaspa.com/carisma-spa-locations-in-malta,@carismaspamalta,@carismaspamalta,,,
myoka_locations,https://myoka.com/locations,LEADING SPA OPERATOR IN MALTA,LEADING SPA OPERATOR IN MALTA,,,
myoka_locations,https://myoka.com/locations,Hilton Malta,Hilton Malta,,,
myoka_locations,https://myoka.com/locations,Find Out More,Malta Marriott Resort & Spa,,,
myoka_locations,https://myoka.com/locations,Malta Marriott Resort & Spa,Malta Marriott Resort & Spa,,,
myoka_locations,https://myoka.com/locations,NEW,"A charming coastal escape in Qawra, with views of the Mediterranean Sea and St. Paul’s Islands. Enjoy a multisensory journey with five-star facilities.",,,
myoka_locations,https://myoka.com/locations,DoubleTree by Hilton,"A charming coastal escape in Qawra, with views of the Mediterranean Sea and St. Paul’s Islands. Enjoy a multisensory journey with five-star facilities.",,,
myoka_locations,https://myoka.com/locations,"Radisson Blu Resort & Spa, Golden Sands","Tucked along the golden sands of Malta’s iconic Golden Bay and surrounded by nature, this serene escape offers personalised treatments and luxury facilities.",,,
myoka_locations,https://myoka.com/locations,66 St. Paul's & Spa,"Nestled just steps from the iconic Lower Barrakka Gardens in the heart of historic Valletta, this wellness destination welcomes guests with a thoughtfully curated collection of exc",,,
myoka_contact,https://myoka.com/contact-us,Hilton Malta St. Julian’s,Hilton Malta St. Julian’s,,,
myoka_contact,https://myoka.com/contact-us,"Portomaso, Saint Julian’s, Malta","Portomaso, Saint Julian’s, Malta",,,
myoka_contact,https://myoka.com/contact-us,"T: +356 2137 0194, E: hilton@myoka.com",Malta Marriott Resort & Spa,,,
myoka_contact,https://myoka.com/contact-us,Mon – Fri: 10am - 8pm,Malta Marriott Resort & Spa,,,
myoka_contact,https://myoka.com/contact-us,Malta Marriott Resort & Spa,Malta Marriott Resort & Spa,,,
myoka_contact,https://myoka.com/contact-us,"39 Main Street, Balluta Bay, Saint Julian’s, Malta","39 Main Street, Balluta Bay, Saint Julian’s, Malta",,,
myoka_contact,https://myoka.com/contact-us,"T: +356 2137 0163, E: lotus@myoka.com","Radisson Blu Resort & Spa, Malta Golden Sands",,,
myoka_contact,https://myoka.com/contact-us,Mon – Fri: 9am - 8pm,"Radisson Blu Resort & Spa, Malta Golden Sands",,,
myoka_contact,https://myoka.com/contact-us,"Radisson Blu Resort & Spa, Malta Golden Sands","Radisson Blu Resort & Spa, Malta Golden Sands",,,
myoka_contact,https://myoka.com/contact-us,"T: +356 23561191, E: goldensands@myoka.com",DoubleTree by Hilton Malta,,,
myoka_contact,https://myoka.com/contact-us,Mon – Sun: 9am – 7pm,DoubleTree by Hilton Malta,,,
myoka_contact,https://myoka.com/contact-us,DoubleTree by Hilton Malta,DoubleTree by Hilton Malta,,,
myoka_contact,https://myoka.com/contact-us,"Qawra, St Pauls Bay","Qawra, St Pauls Bay",,,
myoka_contact,https://myoka.com/contact-us,"Tel: +356 2157 7500, E: doubletree@myoka.com","St. Paul’s Bay, Malta",,,
myoka_contact,https://myoka.com/contact-us,"Salini Resort, Salina - by appointment only","St. Paul’s Bay, Malta",,,
myoka_contact,https://myoka.com/contact-us,"St. Paul’s Bay, Malta","St. Paul’s Bay, Malta",,,
myoka_contact,https://myoka.com/contact-us,"T: +356 2788 8408, E: salini@myoka.com","66 St. Pauls Street, Valletta, Malta",,,
myoka_contact,https://myoka.com/contact-us,66 Saint Paul’s & Spa - by appointment only,"66 St. Pauls Street, Valletta, Malta",,,
myoka_contact,https://myoka.com/contact-us,"66 St. Pauls Street, Valletta, Malta","66 St. Pauls Street, Valletta, Malta",,,
myoka_contact,https://myoka.com/contact-us,MYOKA LTD.,"40 Windsor Court Flat 2B, Windsor Terrace, Sliema SLM 1856",,,
myoka_contact,https://myoka.com/contact-us,HEAD OFFICE,"40 Windsor Court Flat 2B, Windsor Terrace, Sliema SLM 1856",,,
myoka_contact,https://myoka.com/contact-us,"40 Windsor Court Flat 2B, Windsor Terrace, Sliema SLM 1856","40 Windsor Court Flat 2B, Windsor Terrace, Sliema SLM 1856",,,
