month_id,outlet_id,therapist_id,scheduled_hours,booked_hours,productive_capacity_hours,idle_hours,break_hours,recovery_gap_hours,overtime_hours,split_shift_days,coverage_gap_days,day_off_days,worked_days,avg_schedule_stability_score_0_100,avg_workload_density_ratio,burnout_exposure_days,avg_external_demand_proxy_index,productive_utilization_ratio,idle_hour_ratio,overtime_hour_ratio,coverage_gap_day_ratio,burnout_exposure_day_ratio,schedule_stability_score_0_100,workload_density_ratio,integrity_band,burnout_risk_score_0_100,burnout_exposure_flag,burnout_band,consecutive_workdays
2017-01,MLT_OUTLET_001,TH_001,163.2729,101.25,133.8838,32.6338,15.1842,0.6715,0.0,0,0,0,1,92.7891,0.756253,0,88.3,0.7562528102727888,0.1998727284197194,0.0,0.0,0.0,92.7891,0.756253,healthy,24.659496235294117,0,guarded,0.0
2017-01,MLT_OUTLET_001,TH_002,167.7853,91.92,137.5839,45.6639,17.8887,0.7201,0.0,1,0,0,1,73.9243,0.668101,0,88.3,0.6681014275652892,0.2721567384031855,0.0,0.0,0.0,73.9243,0.668101,healthy,29.34910752941176,0,guarded,0.0
2017-01,MLT_OUTLET_002,TH_003,178.2293,91.65,146.148,54.498,18.2044,0.8154,0.0,0,0,0,1,94.3967,0.627104,0,88.3,0.6271040315296823,0.30577463974778557,0.0,0.0,0.0,94.3967,0.627104,healthy,23.42778423529412,0,guarded,0.0
2017-01,MLT_OUTLET_002,TH_004,135.2236,66.53,110.8833,44.3533,13.1848,0.9289,0.0,0,0,0,1,88.513,0.6,0,88.3,0.6000001803698122,0.32799969827751957,0.0,0.0,0.0,88.513,0.6,healthy,23.496087058823527,0,guarded,0.0
2017-01,MLT_OUTLET_003,TH_005,170.9553,84.11,140.1833,56.0733,16.0653,0.9026,0.0,0,0,0,1,84.0119,0.6,0,88.3,0.6000001426703466,0.32799977537988,0.0,0.0,0.0,84.0119,0.6,healthy,23.28621905882353,0,guarded,0.0
2017-01,MLT_OUTLET_003,TH_006,149.7737,74.56,122.8144,48.2544,14.2142,0.9071,0.0,0,0,0,1,86.3547,0.607095,0,88.3,0.6070949334931408,0.32218206534258015,0.0,0.0,0.0,86.3547,0.607095,healthy,23.92202423529412,0,guarded,0.0
2017-02,MLT_OUTLET_001,TH_001,134.0816,79.95,109.9469,29.9969,12.4234,0.5946,0.0,0,0,0,1,84.9554,0.727169,0,90.2,0.7271692062259145,0.223721226477011,0.0,0.0,0.0,84.9554,0.727169,healthy,26.915210823529414,0,guarded,0.0
2017-02,MLT_OUTLET_001,TH_002,117.6655,89.0,96.4857,7.4857,12.456,0.6534,0.0,0,1,0,1,73.1313,0.922417,1,90.2,0.922416482442476,0.06361847780360429,0.0,1.0,1.0,73.1313,0.922417,healthy,43.59484007843137,0,guarded,0.0
2017-02,MLT_OUTLET_002,TH_003,186.1348,96.6,152.6305,56.0305,19.0319,0.8666,0.0,0,0,0,1,90.7035,0.632901,0,90.2,0.6329010256796642,0.30102108794271676,0.0,0.0,0.0,90.7035,0.632901,healthy,23.25736823529412,0,guarded,0.0
2017-02,MLT_OUTLET_002,TH_004,145.0323,76.17,118.9265,42.7565,14.6498,0.9415,0.0,0,0,0,1,90.2359,0.64048,0,90.2,0.6404796239694265,0.2948067430496517,0.0,0.0,0.0,90.2359,0.64048,healthy,26.241809647058822,0,guarded,0.0
2017-02,MLT_OUTLET_003,TH_005,178.6382,87.89,146.4833,58.5933,16.7638,0.772,0.0,0,0,0,1,80.3459,0.6,0,90.2,0.6000001365343353,0.3279998343019578,0.0,0.0,0.0,80.3459,0.6,healthy,28.976139058823527,0,guarded,0.0
2017-02,MLT_OUTLET_003,TH_006,183.3585,96.98,150.354,53.374,17.2067,0.6982,0.0,0,0,0,1,93.3716,0.645011,0,90.2,0.6450111071205289,0.29109095024228493,0.0,0.0,0.0,93.3716,0.645011,healthy,27.222137411764702,0,guarded,0.0
2017-03,MLT_OUTLET_001,TH_001,156.7573,108.72,128.541,19.821,14.0842,0.7973,0.0,0,0,0,1,83.466,0.8458,0,94.1,0.8458001727075408,0.1264438721514086,0.0,0.0,0.0,83.466,0.8458,healthy,31.88525647058824,0,guarded,0.0
2017-03,MLT_OUTLET_001,TH_002,153.0412,93.1,125.4938,32.3938,16.3979,0.832,0.0,0,0,0,1,85.9123,0.741869,0,94.1,0.7418693194404823,0.21166718504559556,0.0,0.0,0.0,85.9123,0.741869,healthy,25.14626517647059,0,guarded,0.0
2017-03,MLT_OUTLET_002,TH_003,167.169,97.82,137.0785,39.2585,17.377,0.609,0.0,0,0,0,1,82.605,0.713605,0,94.1,0.713605707678447,0.2348431826475004,0.0,0.0,0.0,82.605,0.713605,healthy,26.87810588235294,0,guarded,0.0
2017-03,MLT_OUTLET_002,TH_004,173.6614,90.46,142.4024,51.9424,17.5798,0.5969,0.0,0,0,0,1,87.7664,0.635242,0,94.1,0.6352421026611911,0.29910158503847145,0.0,0.0,0.0,87.7664,0.635242,healthy,24.914902588235293,0,guarded,0.0
2017-03,MLT_OUTLET_003,TH_005,164.56,91.37,134.9392,43.5692,15.3668,0.6586,0.0,0,0,0,1,84.9333,0.67712,0,94.1,0.6771197694961879,0.2647617890131259,0.0,0.0,0.0,84.9333,0.67712,healthy,27.740239294117647,0,guarded,0.0
2017-03,MLT_OUTLET_003,TH_006,157.4227,89.52,129.0866,39.5666,14.9623,0.8382,0.0,0,0,0,1,84.6964,0.693488,0,94.1,0.6934879375550986,0.25133986394592395,0.0,0.0,0.0,84.6964,0.693488,healthy,26.15379670588236,0,guarded,0.0
2017-04,MLT_OUTLET_001,TH_001,122.2206,84.37,100.2209,15.8509,11.0431,0.8196,0.0,0,0,0,1,83.6958,0.84184,0,96.0,0.8418403746124811,0.12969090317016935,0.0,0.0,0.0,83.6958,0.84184,healthy,27.764504,0,guarded,0.0
2017-04,MLT_OUTLET_001,TH_002,127.4958,80.55,104.5465,23.9965,13.4165,0.8149,0.0,0,0,0,1,89.3815,0.77047,0,96.0,0.7704705561640036,0.18821404312926387,0.0,0.0,0.0,89.3815,0.77047,healthy,27.402925882352942,0,guarded,0.0
2017-04,MLT_OUTLET_002,TH_003,140.2876,102.24,115.0358,12.7958,14.772,0.5438,0.0,0,0,0,1,83.7133,0.888767,0,96.0,0.888766801291424,0.09121119756842372,0.0,0.0,0.0,83.7133,0.888767,healthy,34.86656870588235,0,guarded,0.0
2017-04,MLT_OUTLET_002,TH_004,140.6674,87.8,115.3472,27.5472,13.9173,0.6679,0.0,0,0,0,1,93.7746,0.76118,0,96.0,0.7611801586861232,0.1958321544295267,0.0,0.0,0.0,93.7746,0.76118,healthy,26.65716564705882,0,guarded,0.0
2017-04,MLT_OUTLET_003,TH_005,175.7262,90.58,144.0955,53.5155,16.0653,0.7598,0.0,1,0,0,1,74.7844,0.628611,0,96.0,0.6286108865301138,0.30453910686055924,0.0,0.0,0.0,74.7844,0.628611,healthy,27.06671905882353,0,guarded,0.0
2017-04,MLT_OUTLET_003,TH_006,188.7379,101.82,154.7651,52.9451,17.9548,0.662,0.0,1,0,0,1,78.4005,0.6579,0,96.0,0.6579002630437999,0.28052182418051697,0.0,0.0,0.0,78.4005,0.6579,healthy,30.57194,0,guarded,0.0
2017-05,MLT_OUTLET_001,TH_001,140.3169,95.82,115.0598,19.2398,13.1136,0.6561,0.0,0,0,0,1,88.2605,0.832784,0,98.9,0.832784343445756,0.1371167692558772,0.0,0.0,0.0,88.2605,0.832784,healthy,29.003657647058823,0,guarded,0.0
2017-05,MLT_OUTLET_001,TH_002,124.0283,83.75,101.7032,17.9532,13.4165,0.5785,0.0,0,0,0,1,88.0267,0.823475,0,98.9,0.8234745809374729,0.14475083509166858,0.0,0.0,0.0,88.0267,0.823475,healthy,26.812678352941177,0,guarded,0.0
2017-05,MLT_OUTLET_002,TH_003,153.3485,94.22,125.7458,31.5258,15.722,0.8882,0.0,0,0,0,1,89.4633,0.74929,0,98.9,0.7492894394882373,0.20558270866686013,0.0,0.0,0.0,89.4633,0.74929,healthy,26.894756941176468,0,guarded,0.0
2017-05,MLT_OUTLET_002,TH_004,123.1085,96.27,100.949,4.679,12.14,0.8079,0.0,0,1,0,1,73.0439,0.95365,1,98.9,0.9536498628020089,0.03800712379730076,0.0,1.0,1.0,73.0439,0.95365,healthy,44.34022219607843,0,guarded,0.0
2017-05,MLT_OUTLET_003,TH_005,130.0258,87.58,106.6211,19.0411,11.6728,0.8847,0.0,0,0,0,1,83.6074,0.821413,0,98.9,0.8214133975357598,0.14644093710632813,0.0,0.0,0.0,83.6074,0.821413,healthy,33.29447670588235,0,guarded,0.0
